-8, -1, -4, -2, 0, 0
1, 0, -37, -1, -1, -1
67, -155, 88, 4, 0, -1
41, 132, -34, 1, -2, -1
12, 0, 54, 1, 0, 0
-30, 108, -76, -2, 0, -2
9, -153, 11, 1, -2, 0
34, 115, 62, 0, -1, 1
13, 30, -45, 0, -1, -1
140, -82, 104, 1, -1, -4
40, -62, -144, 3, 0, -2
14, 134, 130, -1, 0, 2
8, -114, -20, -1, -1, -2
52, 27, -14, -2, 0, -1
42, -31, 13, 1, 0, -2
68, -286, -123, 7, -3, 3
3643, -733, -270, 69, 49, 167
1770, 1881, -1729, 54, 35, 75
-1193, 899, -210, 23, -28, -61
-3719, 3481, -1001, 48, 4, 17
6669, -4098, -81, 65, -7, 11
-1659, 2728, 6932, -36, 64, 80
7709, -3625, -5117, 103, -15, -84
-4471, -1077, 8060, -98, -40, 147
7972, -3757, 153, 111, 71, -34
-176, -1672, -2115, -21, -12, 4
-1967, 3262, 2005, -131, -34, 14
9903, -4745, 3062, 60, 36, 13
-4130, 4173, -2073, 30, -19, -6
1095, -605, -272, -50, 24, 54
-2283, 146, 7455, -8, 50, 96
7199, -3496, -4091, 133, -12, -82
-4327, -3725, 6906, -129, -103, 126
6451, -2304, 2841, 146, 89, -19
-1083, -5382, -4841, 17, 1, -29
2823, -1176, 233, -73, -41, 74
-3090, 2634, 184, -13, -32, -25
3940, -2349, 522, 23, 55, 34
-3515, 3328, -2217, 0, -45, -46
-4570, -816, -1817, -49, -4, 58
5789, 1144, 4473, 119, 95, -31
-132, -6500, -5128, -9, -189, -79
1898, -186, 7531, 65, 38, 134
4897, -2627, -85, 134, 63, -90
-751, -3357, -3375, 8, -25, 31
-443, -88, 974, -57, -40, 68
-463, 1336, 455, 3, -67, -88
-4863, 2807, -2000, 49, 11, 3
11198, -8242, 2401, 248, -21, 1
-4660, 435, -2152, 112, -49, 21
8426, -1198, 27, 23, 79, -40
-25, -4808, -5376, 4, -152, -63
2595, 1070, 8512, 39, 64, 98
6125, -3697, -1055, 91, 66, -74
-427, -2780, -3042, -35, -14, 28
-1487, 1913, 716, -101, -57, 21
6664, -2361, 2340, 28, 47, 26
-4397, 3787, -2797, -81, -8, 5
-2598, 1096, -1655, -157, 6, 38
3120, -199, 5306, 113, 81, -2
2510, -3350, -4937, 51, -96, -96
-1178, -2358, 5211, -21, -87, 128
5694, -1096, 3430, 104, 106, -25
73, -4940, -4083, 38, 7, -39
122, -990, -165, -74, -41, 85
3478, -859, 2429, 1, -65, -97
-4814, 3762, -1728, 110, -16, -10
4325, -3054, -84, 25, 56, 55
-1707, 947, -1559, -67, -22, 8
7349, 129, 3816, 71, 93, -31
1200, -4376, -5469, 1, -161, -86
883, -802, 8928, 34, 21, 144
5708, -3645, -211, 147, 50, -71
-22, -4538, -4332, -8, 0, 41
-2928, 3323, 1860, -112, -50, 2
6226, -1625, 1309, -26, 66, 39
-3442, 3205, -2013, -53, -65, -56
-2842, 1126, 1535, 39, 40, 21
-38, -1221, -7118, -8, -182, -126
1757, -1639, 5848, 30, 26, 128
6717, -2725, -888, 145, 75, -59
396, -3018, -3815, -23, -11, 21
-2532, 2775, 923, -96, -24, 20
6703, -3026, 3369, 42, 49, 36
97, 1389, -1344, -55, -81, -84
-4825, 1556, 5484, 54, 23, 79
8384, -1171, -2234, 69, 19, -79
-2884, -4234, -571, -53, -145, -4
4350, -969, 8849, 59, 71, 110
4136, -3393, -920, 166, 45, -62
-763, -1893, -2505, -18, -20, 22
-1596, 2194, 97, -106, -30, 21
11519, -5194, 5047, 57, 11, -2
-1782, 2393, -2332, -40, 5, 2
5452, -1320, 1201, -28, 55, 59
-4430, -4088, 378, -40, -41, 19
7125, -759, -3632, 109, 17, -27
-3460, -4164, 1566, -84, -137, 51
6662, 260, 7548, 41, 124, 59
4565, -3096, -4044, 102, 35, -67
2329, -2672, -1682, -33, -7, 58
-3206, 3345, 36, -71, -40, -21
1430, -38, -280, -118, 54, 43
-1396, 1898, -1876, -21, -72, -79
-4066, 20, -2849, 65, -13, 27
7289, -313, 888, 65, 75, -46
-1076, -5654, -3122, -43, -164, -15
3331, -474, 8572, 76, 88, 94
6289, -2309, -3093, 73, 40, -57
1393, -2515, -2371, -41, -22, 66
-1853, 3153, -504, -66, -37, -19
