66, 212, 116, -27, 4, 0
84, 32, -97, 21, -6, -1
140, -85, 170, 9, -8, -2
177, -49, 45, 0, 0, 0
168, -46, 45, -2, -1, -2
173, -89, 142, 0, -1, 0
204, -81, 121, 1, -1, -1
208, -53, 67, 1, -1, 0
205, -100, 96, 0, -1, 0
130, 80, 201, 0, -1, -1
1275, -288, 374, 12, -5, 3
-2644, -97, -149, 12, 0, 0
1821, -52, 133, 53, -12, 15
-1001, -217, -508, -21, 11, -12
-215, 500, -177, 0, -8, -13
-307, 138, 18, -9, -6, -2
-28, 499, -134, 0, 3, 3
-448, -186, -75, -6, -1, 0
493, 337, -263, 22, 2, 1
2916, -216, 687, 4, -6, -2
-2289, -140, -1454, -63, 18, -26
1433, 459, -88, 127, -23, 30
5783, -739, 229, -35, 16, -26
-510, -304, -655, 3, -2, -13
-886, 253, -530, -22, 11, 16
602, 214, 89, -21, 11, 15
-570, -218, 39, 5, -2, 0
-318, 599, -639, 1, 6, 7
3053, -163, 739, 19, -5, -9
1327, 77, -1427, -87, 16, -47
-1550, 606, 1529, -4, 4, 15
2459, 368, -1140, -181, -17, -28
-118, 376, -126, -45, -6, -4
-810, -65, -440, -9, -4, -2
859, 154, -2, 9, -1, -4
-303, -294, -78, -15, -4, -4
-270, 560, -255, -25, -3, -2
1912, 192, 554, 55, 4, 9
233, -158, -995, -46, 1, -28
823, 1385, 761, 26, 8, 7
462, -145, -892, -27, 20, -6
-213, 223, 392, 0, -4, -7
-483, 146, -71, -6, 9, 5
599, -44, 454, 6, 0, 4
-597, 271, -460, -1, -2, 2
-405, 25, 169, -6, 6, 9
1550, 86, 839, -20, 9, -2
-2585, -254, -620, 4, 1, -27
1702, -264, 911, 117, -37, 1
-2612, -204, 140, 7, 6, -7
394, -935, 90, 73, 12, 33
653, -202, 498, 7, -3, 0
-180, -126, 463, 6, -4, -6
767, -59, -117, -7, -6, -11
158, 226, 58, 2, -8, 2
140, 249, -442, -28, -1, 1
3515, -64, 447, 4, -6, -8
-412, -380, -616, -10, 3, -23
1625, 601, 609, 32, -4, 14
-1723, -1175, -210, 19, 8, -16
-71, 1417, 27, 65, -21, 12
384, 241, 176, -6, 5, 4
706, -188, 442, 5, -7, 0
575, -249, 6, 18, 1, -1
1435, -319, 714, 3, -13, -11
937, -119, 180, 6, -9, -6
-2652, 363, -730, -3, 24, 26
2529, -1310, -257, -104, -26, -20
-915, -457, 310, 61, -3, 15
2697, 1297, -1745, -231, 14, -27
-383, -327, -416, 17, -10, -17
-195, -463, 40, -14, -3, 5
-2, -451, 29, 3, 5, 10
-56, 501, 380, -27, -4, -7
1049, -230, 425, 17, -2, -1
304, -313, 282, 10, 3, 5
1686, -639, 603, 51, -8, 11
4439, 573, -2035, -120, 23, -69
-826, 1289, 698, 11, 38, 21
3252, -645, 441, -2, -35, -34
152, -600, 706, -13, -5, -2
495, 74, -90, -13, 3, 4
671, -336, -53, 15, -4, -5
276, 56, -11, 9, 6, 11
1090, -282, -220, 9, 5, -6
77, -777, 388, 27, -5, -6
-3122, 594, -344, 11, 29, 47
3112, 17, 599, -54, -21, -18
-3326, 188, -800, -14, 10, -4
853, -1264, 436, -10, -11, 11
763, -185, 290, -4, -6, -6
-149, -572, 102, 16, -1, 1
231, -111, 3, 20, -9, 0
289, -225, 287, 11, 2, 3
111, -36, -100, -3, 3, 1
129, -34, 50, 47, 26, 9
2646, -204, -325, -87, -39, -4
-2663, 1479, -589, -115, 31, -17
1746, 545, -837, -143, -12, 15
-39, -774, 499, 19, -9, -4
-425, 31, -61, 5, 6, 7
738, -496, 509, 5, 3, 2
-203, 110, -29, -12, -7, -1
162, -162, 82, 10, 5, 2
409, -300, 321, 26, -4, -4
-3969, 1056, -485, -16, 17, 24
1703, -1221, 854, 17, -9, 18
-3145, 717, -818, 20, 8, 8
729, -3173, 771, -8, -24, 14
29, 263, 110, 18, -5, -4
-1031, 572, -251, -17, 6, 7
50, -182, 36, 22, 0, 21
-477, 370, -54, -10, -6, -9
929, -796, 444, 49, -9, 0
-162, 6, 323, 4, -9, -9
1381, 287, -32, 1, 37, 27
275, -1555, 269, -3, -48, -41
445, 67, -887, 18, 19, 20
662, -1319, 524, -24, -45, -47
-127, 58, -523, 7, -4, 2
995, -291, -19, -9, -4, -5
203, -433, 287, -1, -1, 1
228, -119, -407, 8, -4, -3
-26, -201, 21, 5, 9, 8
371, 309, 29, 3, 3, -1
3038, -927, 1176, 7, -11, -11
-1552, 81, -3397, -127, 34, -84
3098, 1354, -315, 117, -10, 24
-727, -759, 97, 45, 7, -16
-9, 442, 81, -3, -5, -3
1013, 450, 214, 0, 5, -3
717, -214, 76, 9, -3, -16
864, 64, -290, -30, -3, 0
-405, 43, -11, -12, 4, -14
98, 205, -384, -9, 1, 20
2138, -1073, 1091, 7, -18, -23
-3840, 1312, -2482, -74, 52, 5
3278, 302, 1131, 89, -25, -7
-3256, 411, -924, -34, 17, 9
698, 1555, -956, -118, 31, 9
1298, -585, 671, 45, -17, -8
-1034, -31, -174, -8, 1, -9
556, 137, -253, -48, 13, 2
-1142, -173, 4, -21, -7, -6
405, -144, -71, -16, 1, 24
1434, -1225, 924, 71, -15, -8
-3408, 2771, -3036, -111, 59, 12
1769, 625, 628, 13, -6, 4
-600, 1517, -1827, -52, 46, 25
2507, -466, 2916, 23, -37, -41
270, -209, 364, -13, -7, -5
261, 256, 36, 6, 4, -6
405, -713, 485, 33, -3, 4
-215, 527, -76, -19, 6, -4
707, -688, 643, 37, 0, 12
2, -148, 679, -15, -9, -12
1475, -757, 62, 107, 24, 27
-1246, -1659, 286, -31, -32, -70
697, 807, -1242, 24, 39, 53
797, -1093, 178, -40, -51, -52
-350, 225, -539, -13, -3, -5
-1051, 590, -678, -23, 2, 4
588, -317, 25, 24, 5, 3
126, -154, 422, 10, 3, -11
86, -542, 718, 20, 1, 10
-5, -513, 627, 14, -4, -8
2953, 1088, -518, 23, 47, 8
-26, -249, -906, -93, -42, -53
2734, -383, 918, 96, 14, 36
-2676, 535, -1053, -56, -29, -65
764, 175, 651, -6, -5, 31
577, -321, 30, 33, -5, -3
7, -393, 39, 7, 1, 1
467, 254, -527, -24, 2, 2
-533, -562, 323, 6, -3, -2
241, 419, -752, -23, 7, 9
913, -947, 576, 36, -7, -9
-1808, 1901, -2680, -114, 72, 18
2881, -1624, 890, 65, -26, -23
-2753, 2223, -1334, -70, 21, 9
1759, -1269, 847, 98, -17, -4
251, -291, 453, 6, -7, -8
454, 117, 108, 3, 3, -1
77, -416, 568, -3, -7, 11
532, 197, -346, 6, 2, -3
-447, -1957, -566, 67, -29, -23
-101, 46, 535, -1, -5, -6
3003, 807, 40, 5, 24, 14
-3783, -217, -1556, -71, -16, -45
2772, 572, -66, 41, 14, 12
-71, -1119, -325, 1, -31, -49
156, 292, -279, 1, 0, 5
760, 69, -161, -2, 1, -5
105, -594, 15, -9, -5, 2
609, 406, -814, 2, -3, 0
167, -650, 73, -12, -8, 1
-101, 301, -412, 7, -1, 1
3532, -539, 423, 20, -2, -5
-1779, -659, -647, -14, 1, -50
2335, -248, 989, 14, 1, -5
-2458, 1593, -463, -82, 20, -2
1187, -425, 443, 72, -1, 14
225, -227, 742, 6, -5, -4
-623, 16, 95, -40, -1, -3
287, 377, -117, 30, 2, 3
603, -205, 408, 30, 12, 0
264, -66, -120, 12, 1, 4
95, -594, 343, -7, -3, -5
153, 1387, -1078, -13, 41, 38
336, -910, -194, -57, -27, -22
1089, 349, -513, -15, 23, 24
-1954, 24, -1017, -97, -12, -22
309, 535, 552, -10, -2, -3
-62, -95, 98, 6, 0, 0
-268, 429, -87, -5, -3, -3
-44, 269, -67, -2, -2, 6
45, 190, -509, -38, 2, -10
125, -133, -250, 38, 1, 10
1077, -125, 304, 23, -8, -2
-1942, 1982, -2642, -125, 72, 22
2050, -1495, 1377, 147, -48, -26
-1347, 1408, -996, -28, 29, 18
1174, -2004, 1607, 33, -26, -39
276, 732, -98, 3, -2, 0
340, 63, -8, 12, 2, 0
139, -544, 34, -4, -12, 3
355, 110, -123, -3, -4, -2
242, -659, 548, -4, -5, 3
-45, 899, -222, -25, -4, -4
2152, -560, 959, 42, 2, -8
-3455, 1119, -2090, -116, 35, 11
2887, -1290, 2712, 40, -22, -22
-2327, 2219, -2350, -76, 51, -5
1442, -82, 326, -62, 4, -5
350, -428, 283, 19, -3, -4
-759, 372, -553, -28, -1, 2
365, -10, 17, 30, 0, 3
-163, -51, 269, -19, -3, -16
659, -355, 146, 16, 2, 4
16, -413, 415, -6, -6, -5
183, 1348, -591, 25, 52, 54
403, -2699, -142, -63, -45, -50
-1091, 624, -50, 20, 26, 26
909, -2708, 518, 57, -39, -28
-30, 319, -328, -13, -8, -3
-602, 57, 11, 13, 4, 0
21, -151, 327, 20, -7, 4
-110, 572, -45, -52, 1, -16
97, -587, 411, 41, -1, 12
514, -608, 342, 37, -3, -6
1869, -42, -317, 30, 19, 9
-1649, -1374, -300, -48, -32, -20
2261, 1327, -991, -99, 39, 42
-2630, -1160, -327, -10, 2, -37
478, -84, -123, 39, 4, 1
470, -213, 116, 6, -3, -3
-489, -466, 128, 2, 0, 1
476, 250, -388, 12, 1, 2
-94, -560, 276, -27, -4, 2
182, 306, -167, 3, -2, -4
1364, -88, 409, 5, -6, -7
-2722, -503, -1530, -78, 15, -35
1891, 257, 1002, 33, -11, -8
-2447, 1841, -1980, -46, 46, 26
1867, -2723, 1412, 106, -48, -11
123, 85, 13, -3, -4, -5
-189, 114, -48, -11, -2, -3
713, -186, 223, 32, -5, 2
-320, 212, -118, -14, -2, -12
-63, 91, -88, 21, 5, 8
93, -186, 224, 1, -6, -7
592, 598, -759, -53, 22, 10
-9, -1747, 308, -28, -30, -27
-347, 803, -702, -6, 25, 36
-21, -2037, 241, -17, -16, -38
343, 529, 282, -23, 3, 2
110, -43, 52, 4, -1, -6
280, -404, 501, 12, -10, -1
361, 633, -163, 4, 10, -2
75, -721, 519, -2, -2, 3
234, -84, 4, -7, -1, -2
187, -32, -9, 1, 1, -1
163, -112, 74, 0, 0, 0
194, 107, 48, 3, 0, -2
174, -156, 83, 1, 1, -1
203, 29, -34, 0, 0, 0
343, 529, 282, -23, 3, 2
110, -43, 52, 4, -1, -6
280, -404, 501, 12, -10, -1
361, 633, -163, 4, 10, -2
75, -721, 519, -2, -2, 3
234, -84, 4, -7, -1, -2
187, -32, -9, 1, 1, -1
163, -112, 74, 0, 0, 0
194, 107, 48, 3, 0, -2
174, -156, 83, 1, 1, -1
203, 29, -34, 0, 0, 0
194, 107, 48, 3, 0, -2
174, -156, 83, 1, 1, -1
203, 29, -34, 0, 0, 0
